ProgramName,Degree,PrgoramName with Degree,ProgID,TotalCredits,CatalogType,CatalogYear,Description,SeriesHeading,Group_CategoryTitle,Group_CategoryNotes,GroupCredits,SubjectAbbreviation,CourseNumber,Title,Credits,PreReq,CoReq,DiverseCultures,Unnamed: 19
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Common Core,,,,,ANTH,586,Workshop,1-4,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Common Core,,,,,ANTH,601,Seminar,3,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Common Core,,,,,ANTH,603,Practicing Anthropology,3,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Common Core,,,,,ANTH,697,Internship,1-12,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Research/Methods Course(s),,,,,ANTH,602,Seminar: Research Methods,3,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Capstone Course,,, ,Choose3 - 6 Credit(s).,ANTH,694,Alternative Plan Paper,3-6,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Capstone Course,,, ,Choose3 - 6 Credit(s).,ANTH,699,Thesis,1-6,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Unrestricted Electives,,, ,Choose  10 Credit(s).,ANTH,510,Archaeology of Minnesota,4,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Unrestricted Electives,,, ,Choose  10 Credit(s).,ANTH,511,Archaeology of Native North America,4,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Unrestricted Electives,,, ,Choose  10 Credit(s).,ANTH,512,Archaeology of Latin America,4,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Unrestricted Electives,,, ,Choose  10 Credit(s).,ANTH,514,Museology,4,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Unrestricted Electives,,, ,Choose  10 Credit(s).,ANTH,515,Cultural Resource Management,4,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Unrestricted Electives,,, ,Choose  10 Credit(s).,ANTH,516,Archeological Methods,3,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Unrestricted Electives,,, ,Choose  10 Credit(s).,ANTH,517,Quaternary Environments and Climatic Change,4,,,,
Applied Anthropology,MS,Applied Anthropology - MS,2477,30,Graduate,2024-2025,Unrestricted Electives,,, ,Choose  10 Credit(s).,ANTH,518,Agricultural Systems and Environmental Change,4,,,,
